Institution,ID,Lived,LivedB,Year,SRP,Pknown,Groupsize,GS,Males,Females,UD,PM,PF,PUD,SIRE,DAM
AHTARI,VLY16-00832 [216068/AHTARI],YES,1,2016,2 (1M/1F),1,4 (3M/1F),4,3,1,0,0.75,0.25,0,10,7
BARNES,MIG12-29454059,YES,1,2011,NA,0,3(1M/2NA),3,1,0,2,0.333,0,0.667,NA,NA
BARNES,MIG12-29453949,YES,1,2011,NA,0,3 (1M/2NA),3,1,0,2,0.333,0,0.667,NA,NA
BURSCOUGH,WMR18-01980 [BARNES/2641],YES,1,2018,5 (2M/3F),1,8 (4M/4F),8,4,4,0,0.5,0.5,0,10.5,7
BURSCOUGH,WMR18-01979,YES,1,2018,5 (2M/3F),1,8 (4M/4F),8,4,4,0,0.5,0.5,0,10.5,7
BURSCOUGH,WMR18-01978,YES,1,2018,5 (2M/3F),1,8 (4M/4F),8,4,4,0,0.5,0.5,0,10.5,7
BURSCOUGH,WMR18-01912 [BARNES/2640],YES,1,2018,2 (1M/1F),1,7 (4M/3F),7,4,3,0,0.571,0.429,0,7,7
BURSCOUGH,WMR18-01911 [BARNES/2642],YES,1,2018,2 (1M/1F),1,7 (4M/3F),7,4,3,0,0.571,0.429,0,7,7
BURSCOUGH,WMR18-01910 [BURSCOUGH/51683],YES,1,2018,2 (1M/1F),1,7(3M/4F),7,3,4,0,0.429,0.571,0,7,7
BURSCOUGH,WMR16-01613 [SLIMBRIDG/113939],YES,1,2016,2 (1M/1F),1,7(4M/3F),7,4,3,0,0.571,0.429,0,9,4
BURSCOUGH,WMR16-01612 [SLIMBRIDG/113937],YES,1,2016,2 (1M/1F),1,7(3M/4F),7,3,4,0,0.429,0.571,0,9,4
BURSCOUGH,WMR16-01611 [SLIMBRIDG/113932],YES,1,2016,2 (1M/1F),1,7(3M/4F),7,3,4,0,0.429,0.571,0,9,4
BURSCOUGH,WMR16-01514 [BURSCOUGH/D0516],YES,1,2013,NA,0,13(4M/8F/1NA),13,4,8,1,0.308,0.615,0.077,NA,NA
BURSCOUGH,WMR12-00051 [BURSCOUGH/3782],YES,1,2011,NA,0,14(3M/10F/1NA),14,3,10,1,0.214,0.714,0.071,NA,NA
BURSCOUGH,WMR12-0086 [SLIMBRIDG/7685],YES,1,2011,NA,0,14(3M/11F),14,3,11,0,0.214,0.786,0,NA,NA
BURSCOUGH,WMR13-00860 [SLIMBRIDG/11309],YES,1,2013,NA,0,13(4M/8F/1NA),13,4,8,1,0.308,0.615,0.077,NA,NA
BURSCOUGH,WMR13-00859 [BARNES/2206],YES,1,2013,NA,0,13(4M/8F/1NA),13,4,8,1,0.308,0.615,0.077,NA,NA
BURSCOUGH,WMR13-00858 [WLDFWL TR/2482],YES,1,2013,NA,0,13(3M/9F/1NA),13,3,9,1,0.231,0.692,0.077,NA,NA
BURSCOUGH,WMR13-00857 [SLIMBRIDG/11287],YES,1,2013,NA,0,14(4M/9F/1NA),14,4,9,1,0.286,0.643,0.071,NA,NA
BURSCOUGH,WMR16-01514 [BURSCOUGH/D0516],YES,1,2013,NA,0,13(4M/8F/1NA),13,4,8,1,0.308,0.615,0.077,NA,NA
BURSCOUGH,WMR12-00050 [BURSCOUGH/3781],YES,1,2011,NA,0,14(3M/10F/1NA),14,3,10,1,0.214,0.714,0.071,NA,NA
BURSCOUGH,MIG12-29647813 [BURSCOUGH/3634],YES,1,2011,NA,0,14(3M/10F/1NA),14,3,10,1,0.214,0.714,0.071,NA,NA
BURSCOUGH,MIG12-28682600 [BURSCOUGH/2645],NO,0,2010,NA,0,9(3M/6F),9,3,9,0,0.333,1,0,NA,NA
BURSCOUGH,MIG12-28682599 [BURSCOUGH/2644],NO,0,2010,NA,0,9(3M/6F),9,3,6,0,0.333,0.667,0,NA,NA
BURSCOUGH,25898323 [SLIMBRIDG/8182],YES,1,2008,NA,0,3(1M/2F),3,1,2,0,0.333,0.667,0,NA,NA
BURSCOUGH,25898324 [BURCOUGH/1229],YES,1,2008,NA,0,3(1M/2F),3,1,2,0,0.333,0.667,0,NA,NA
BURSCOUGH,27288281 [SLIMBBRIDG/910116],YES,1,1989,NA,0,4(3M/1F),4,3,1,0,0.75,0.25,0,NA,NA
BURSCOUGH,27288294 [SLIMBRIDG/1028],YES,1,2003,NA,0,3(1M/2F),3,1,2,0,0.333,0.667,0,NA,NA
BURSCOUGH,27324540 [SLIMBRIDG/910129],YES,1,1984,NA,0,2(1M/1F),2,1,1,0,0.5,0.5,0,NA,NA
BURSCOUGH,27324541 [SLIMBRIDG/910137],YES,1,1989,NA,0,4(3M/1F),4,4,1,0,1,0.25,0,NA,NA
BURSCOUGH,27314542 [SLIMBRIDG/1026],YES,1,2003,NA,0,3(2M/1F),3,2,1,0,0.667,0.333,0,NA,NA
BURSCOUGH,27324543 [SLIMBRIDG/1027],YES,1,2003,NA,0,3(2M/1F),3,2,1,0,0.667,0.333,0,NA,NA
BURSCOUGH,MIG12-28566656 [BURSCOUGH/2412],YES,1,2009,NA,0,7(1M/6F),7,1,6,0,0.143,0.857,0,NA,NA
BURSCOUGH,MIG12-28566657 [BURSCOUGH/2413],YES,1,2009,NA,0,7(2M/5F),7,2,5,0,0.286,0.714,0,NA,NA
BURSCOUGH,MIG12-28566658 [BURCOUGH/2414],YES,1,2009,NA,0,7(2M/5F),7,2,5,0,0.286,0.714,0,NA,NA
BURSCOUGH,MIG12-28566659 [SLIMBRIDG/8183],YES,1,2009,NA,0,7(2M/5F),7,2,5,0,0.286,0.714,0,NA,NA
BURSCOUGH,MIG12-29647755 [BURSCOUGH/3096],YES,1,1998,NA,0,2(1M/1F),2,1,1,0,0.5,0.5,0,NA,NA
BURSCOUGH,MIG12-29917674 [BURSCOUGH/3415],YES,1,2006,NA,0,2 (1M/1F),2,1,1,0,0.5,0.5,0,NA,NA
BURSCOUGH,MIG12-28566659 [SLIMBRIDG/8183],YES,1,2009,NA,0,7(2M/5F),7,2,5,0,0.286,0.714,0,NA,NA
CLERES,27744237 [CLERES/C91184],YES,1,1991,NA,0,3(2M/1F),3,2,1,0,0.667,0.333,0,NA,5
CLERES,27744250 [CA1040],YES,1,2001,NA,0,4(3M/1F),4,3,1,0,0.75,0.25,0,NA,NA
CLERES,27744498 [CA2035],YES,1,2002,NA,0,3(2M/1F),3,2,1,0,0.667,0.333,0,NA,NA
CLERES,27744505 [CA2034],YES,1,2002,NA,0,3(1M/2F),3,1,2,0,0.333,0.667,0,NA,NA
CLERES,27745487 [CLERES/CA4068],YES,1,2004,NA,0,4(3M/1F),4,3,1,0,0.75,0.25,0,NA,NA
DRESDEN,22030168 [DRESDEN Z/197877],YES,1,2005,NA,0,5(4M/1F),5,4,1,0,0.8,0.2,0,NA,NA
HEIDIELBRG,VVM16-01684 | [HEIDELBRG/255009],NA,NA,2016,5 (4M/1F),1,9 (4M/1F/3NA),9,4,1,3,0.444,0.111,0.333,7.5,8
HEIDIELBRG,VVM16-01685 | [HEIDELBRG/255010],NA,NA,2016,5 (4M/1F),1,9 (4M/1F/3NA),9,4,1,3,0.444,0.111,0.333,7.5,8
HEIDIELBRG,VVM16-01686 | [HEIDELBRG/255011],NA,NA,2016,5 (4M/1F),1,9 (4M/1F/3NA),9,4,1,3,0.444,0.111,0.333,7.5,8
HEIDIELBRG,VVM16-01694 | [HEIDELBRG/255012],NO,0,2016,5 (4M/1F),1,9 (4M/1F/3NA),9,4,1,3,0.444,0.111,0.333,7.5,8
KOLN,26204054 [KOLN/B6455],YES,1,2012,2 (1M/1F),1,6 (3M/3F),6,3,3,0,0.5,0.5,0,6,6
KOLN,HQW13-01144 | [KOLN/B9597],YES,1,2012,NA,0,6(3M/2F/1NA),6,3,2,1,0.5,0.333,0.167,NA,NA
KOLN,HQW13-01145 | [KOLN/B9598],YES,1,2012,NA,0,6(3M/2F/1NA),6,3,2,1,0.5,0.333,0.167,NA,NA
LLANELLI,23508441 | [SLIMBRIDG/1012],YES,1,1994,NA,0,2 (1M/1F),2,1,1,0,0.5,0.5,0,NA,NA
LLANELLI,27324166 | [LLANELLI/330],YES,1,1998,NA,0,3 (1M/2F),3,1,2,0,0.333,0.667,0,NA,NA
LLANELLI,FFN16-00406 [1618/LLANELLI],YES,1,2016,NA,0,7 (5M/2F),7,5,2,0,0.714,0.286,0,NA,NA
LLANELLI,FFN16-00404 [1616/LLANELLI],YES,1,2016,NA,0,7 (5M/2F),7,5,2,0,0.714,0.286,0,NA,NA
LLANELLI,FFN16-00403 [1615/LLANELLI],YES,1,2016,NA,0,7 (5M/2F),7,5,2,0,0.714,0.286,0,NA,NA
LLANELLI,FFN16-00405 [1617/LLANELLI],YES,1,2016,NA,0,7 (5M/2F),7,5,2,0,0.714,0.286,0,NA,NA
MOSCOW,24482995 | [MOSCOW/920362],YES,1,1992,NA,0,4(2M/2F),4,2,2,0,0.5,0.5,0,NA,NA
MOSCOW,24496261 | [MOSCOW/50170],YES,1,2005,NA,0,20(10M/9F/1NA),20,10,9,1,0.5,0.45,0.05,NA,NA
MOSCOW,27029277 | [MOSCOW/80362],YES,1,2008,NA,0,11(4M/7F),11,4,7,0,0.364,0.636,0,NA,NA
MOSCOW,27029278 | [MOSCOW/90316],YES,1,2009,NA,0,27(13M/12F/2NA),27,13,12,2,0.481,0.444,0.074,NA,NA
MOSCOW,27029279 | [MOSCOW/90317],YES,1,2009,NA,0,27(12M/13F/2NA),27,12,13,2,0.444,0.481,0.074,NA,NA
MOSCOW,27029283 | [MOSCOW/90321],NO,0,2009,NA,0,27(13M/13F/1NA),27,13,13,1,0.481,0.481,0.037,NA,NA
MOSCOW,MIG12-27982846 | [MOSCOW/90363],YES,1,2009,NA,0,27(13M/13F/1NA),27,13,13,1,0.481,0.481,0.037,NA,NA
MOSCOW,MIG12-29888257 | [MOSCOW/90320],YES,1,2009,NA,0,27(12M/13F/2NA),27,12,13,2,0.444,0.481,0.074,NA,NA
MOSCOW,MIG12-29888260 | [MOSCOW/90318],YES,1,2009,NA,0,27(12M/13F/2NA),27,12,13,2,0.444,0.481,0.074,NA,NA
MOSCOW,MIG12-29888261 | [MOSCOW/90319],YES,1,2009,NA,0,27(12M/13F/2NA),27,12,13,2,0.444,0.481,0.074,NA,NA
MOSCOW,MIG12-29889033 | [MOSCOW/80359],YES,1,2008,NA,0,11(3M/8F),11,3,8,0,0.273,0.727,0,NA,NA
PRAHA,25812194 | [PRAHA/240344],YES,1,2004,2 (1M/2F),1,8(7M/1F),8,7,1,0,0.875,0.125,0,5,NA
PRAHA,MIG12-29094195 | [OSTRAVA/151090],YES,1,2002,NA,0,9(6M/3F),9,6,3,0,0.667,0.333,0,NA,NA
PRAHA,MIG12-29096201 | [OSTRAVA/151091],YES,1,2002,NA,0,9(6M/3F),9,6,3,0,0.667,0.333,0,NA,NA
PRAHA,MIG12-29569197 | [PRAHA/990228],YES,1,1999,2 (1M/1F),1,2 (1M/1F),2,1,1,0,0.5,0.5,0,8,2
ROSTOCK,MIG12-29004095 | [ROSTOCK/3293],NO,0,2000,2 (1M/F),1,5 (1M/2F/2NA),5,1,2,2,0.2,0.4,0.4,5,4
ROSTOCK,MIG12-29004096 | [ROSTOCK/3294],YES,1,2000,2 (1M/F),1,5 (1M/1F/3NA),5,1,1,3,0.2,0.2,0.6,5,4
ROSTOCK,MIG12-29004097 | [ROSTOCK/3296],YES,1,2000,2 (1M/F),1,5 (1M/2F/2NA),5,1,2,2,0.2,0.4,0.4,5,4
ROSTOCK,MIG12-29005197 | [ROSTOCK/3292],YES,1,1999,2 (1M/F),1,3 (2M/1F),3,2,1,0,0.667,0.333,0,5,4
ROSTOCK,MIG12-29005230 | [ROSTOCK/3298],YES,1,2001,2 (1M/F),1,5 (1M/2F/2NA),5,1,2,2,0.2,0.4,0.4,5,4
ROSTOCK,MIG12-29005250 | [ROSTOCK/3295],YES,1,2000,2 (1M/F),1,5 (1M/2F/2NA),5,1,2,2,0.2,0.4,0.4,5,4
WALSRODE,MIG12-29801400 | [PRAHA/110522],YES,1,2011,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
WALSRODE,MIG12-29801401 | [PRAHA/110523],YES,1,2011,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
WALSRODE,MIG12-29801402 | [PRAHA/110524],YES,1,2011,NA,0,12 (7M/5F),12,7,5,0,0.583,0.417,0,NA,NA
WALSRODE,MIG12-29801403 | [PRAHA/110525],YES,1,2011,NA,0,12 (7M/5F),12,7,5,0,0.583,0.417,0,NA,NA
WALSRODE,VMT15-36984 [ANN022/WALSRODE],YES,1,2015,NA,0,10 (5M/4F/1NA),10,5,4,1,0.5,0.4,0.1,NA,NA
WLDFWL TR,SHS16-00275 | [SLIMBRIDG/116203],YES,1,2016,2 (1M/1F),1,2 (1M/1F),2,1,1,0,0.5,0.5,0,5,5
WLDFWL TR,SHS16-00277 | [SLIMBRIDG/116202],YES,1,2016,2 (1M/1F),1,2 (1M/1F),2,1,1,0,0.5,0.5,0,5,5
WLDFWL TR,SHS17-00348 | [SLIMBRIDG/116204],YES,1,2017,2 (1M/1F),1,3 (2M/1F),3,2,1,0,0.667,0.333,0,6,6
ZURICH,24148900 | [ZURICH/A00238],NO,0,2000,NA,0,10 (3M/6F/1NA),10,3,6,1,0.3,0.6,0.1,NA,NA
ZURICH,24148901 | [ZURICH/A00241],YES,1,2000,NA,0,10 (3M/5F/2NA),10,3,5,2,0.3,0.5,0.2,NA,NA
ZURICH,24148934 | [ZURICH/A00239],YES,1,2000,NA,0,10 (3M/5F/2NA),10,3,5,2,0.3,0.5,0.2,NA,NA
ZURICH,24148935 | [ZURICH/A00240],YES,1,2000,NA,0,10 (3M/5F/2NA),10,3,5,2,0.3,0.5,0.2,NA,NA
ZURICH,24148936 | [ZURICH/A00242],YES,1,2000,NA,0,10 (2M/6F/2NA),10,2,6,2,0.2,0.6,0.2,NA,NA
ZURICH,24148937 | [ZURICH/A00243],YES,1,2000,NA,0,10 (3M/5F/2NA),10,3,5,2,0.3,0.5,0.2,NA,NA
ZURICH,24149420 | [ZURICH/A00237],NO,0,2000,NA,0,10 (3M/6F/1NA),10,3,6,1,0.3,0.6,0.1,NA,NA
ZURICH,24149566 | [ZURICH/A20168],NO,0,2002,NA,0,8 (3M/3F/2NA),8,3,3,2,0.375,0.375,0.25,NA,NA
ZURICH,24149567 | [ZURICH/A20169],YES,1,2002,NA,0,8 (3M/3F/2NA),8,3,3,2,0.375,0.375,0.25,NA,NA
ZURICH,24149568 | [ZURICH/A20170],YES,1,2002,NA,0,8 (3M/3F/2NA),8,3,3,2,0.375,0.375,0.25,NA,NA
ZURICH,24149569 | [ZURICH/A20171],NO,0,2002,NA,0,8 (4M/3F/1NA),8,4,3,1,0.5,0.375,0.125,NA,NA
ZURICH,24149989 | [ZURICH/A30297],YES,1,2003,NA,0,10 (6M/4F),10,6,4,0,0.6,0.4,0,NA,NA
ZURICH,24149991 | [ZURICH/A30295],YES,1,2003,NA,0,10 (6M/4F),10,6,4,0,0.6,0.4,0,NA,NA
ZURICH,24149992 | [ZURICH/A30296],YES,1,2003,NA,0,10 (7M/3F),10,7,3,0,0.7,0.3,0,NA,NA
ZURICH,24150024 | [ZURICH/A30298],YES,1,2003,NA,0,10 (6M/4F),10,6,4,0,0.6,0.4,0,NA,NA
ZURICH,24150025 | [ZURICH/A30294],YES,1,2003,NA,0,10 (6M/4F),10,6,4,0,0.6,0.4,0,NA,NA
ZURICH,24150026 | [ZURICH/A30299],YES,1,2003,NA,0,10 (7M/3F),10,7,3,0,0.7,0.3,0,NA,NA
ZURICH,24150517 | [ZURICH/A40220],NO,0,2004,NA,0,4 (2M/2F),4,2,2,0,0.5,0.5,0,NA,NA
ZURICH,24152114 | [ZURICH/A50385],YES,1,2005,NA,0,13 (6M/3F/4NA),13,6,4,4,0.462,0.308,0.308,NA,NA
ZURICH,24152115 | [ZURICH/A50384],YES,1,2005,NA,0,13 (6M/3F/4NA),13,6,4,4,0.462,0.308,0.308,NA,NA
ZURICH,24152116 | [ZURICH/A50386],YES,1,2005,NA,0,13 (5M/4F/4NA),13,5,4,4,0.385,0.308,0.308,NA,NA
ZURICH,24152117 | [ZURICH/A50387],YES,1,2005,NA,0,13 (5M/4F/4NA),13,5,4,4,0.385,0.308,0.308,NA,NA
ZURICH,24152118 | [ZURICH/A50388],YES,1,2005,NA,0,13 (5M/4F/4NA),13,5,4,4,0.385,0.308,0.308,NA,NA
ZURICH,24152119 | [ZURICH/A50389],NO,0,2005,NA,0,13 (5M/4F/4NA),13,5,4,4,0.385,0.308,0.308,NA,NA
ZURICH,24152120 | [ZURICH/A50390],NO,0,2005,NA,0,13 (6M/4F/3NA),13,6,4,3,0.462,0.308,0.231,NA,NA
ZURICH,24152121 | [ZURICH/A50391],NO,0,2005,NA,0,13 (6M/4F/3NA),13,6,4,3,0.462,0.308,0.231,NA,NA
ZURICH,24152122 | [ZURICH/A50392],NO,0,2005,NA,0,13 (6M/4F/3NA),13,6,4,3,0.462,0.308,0.231,NA,NA
ZURICH,24152123 | [ZURICH/A50393],NO,0,2005,NA,0,13 (6M/4F/3NA),13,6,4,3,0.462,0.308,0.231,NA,NA
ZURICH,24154661 | [ZURICH/A60247],NO,0,2006,NA,0,8 (5M/3F),8,5,3,0,0.625,0.375,0,NA,NA
ZURICH,24155585 | [ZURICH/A60297],YES,1,2006,NA,0,8 (5M/2F/1NA),8,5,2,1,0.625,0.25,0.125,NA,NA
ZURICH,24157129 | [ZURICH/A60245],YES,1,2006,NA,0,8 (4M/3F/1NA),8,4,3,1,0.5,0.375,0.125,NA,NA
ZURICH,24157130 | [ZURICH/A60246],YES,1,2006,NA,0,8 (5M/2F/1NA),8,5,2,1,0.625,0.25,0.125,NA,NA
ZURICH,24157131 | [ZURICH/A60298],YES,1,2006,NA,0,8 (5M/2F/1NA),8,5,2,1,0.625,0.25,0.125,NA,NA
ZURICH,24158602 | [ZURICH/A70254],NO,0,2007,NA,0,4 (2F/2M),4,2,2,0,0.5,0.5,0,NA,NA
ZURICH,24160181 | [ZURICH/A80136],YES,1,2008,2 (1M/1F),1,7 (4M/3F),7,4,3,0,0.571,0.429,0,13,13
ZURICH,24160393 | [ZURICH/A80135],YES,1,2008,2 (1M/1F),1,7 (4M/3F),7,4,3,0,0.571,0.429,0,13,13
ZURICH,24160394 | [ZURICH/A80142],YES,1,2008,2 (1M/1F),1,7 (3M/4F),7,3,4,0,0.429,0.571,0,13,13
ZURICH,24160395 | [ZURICH/A80141],YES,1,2008,2 (1M/1F),1,7 (3M/4F),7,3,4,0,0.429,0.571,0,13,13
ZURICH,26712673 | [ZURICH/A10203],YES,1,2001,NA,0,4 (2M/2F),4,2,2,0,0.5,0.5,0,NA,NA
ZURICH,CGK15-02589 | [ZURICH/B50210],NO,0,2015,NA,0,9 (4M/5F),9,4,5,0,0.444,0.556,0,NA,NA
ZURICH,CGK15-02590 | [ZURICH/B50211],YES,1,2015,NA,0,9 (3M/6F),9,3,6,0,0.333,0.667,0,NA,NA
ZURICH,CGK15-02591 | [ZURICH/B50212],YES,1,2015,NA,0,9 (3M/6F),9,3,6,0,0.333,0.667,0,NA,NA
ZURICH,CGK15-02592 | [ZURICH/B50213],YES,1,2015,NA,0,9 (4M/5F),9,4,5,0,0.444,0.556,0,NA,NA
ZURICH,CGK15-02593 | [ZURICH/B50214],YES,1,2015,NA,0,9 (4M/5F),9,4,5,0,0.444,0.556,0,NA,NA
ZURICH,CGK16-02976 | [ZURICH/B60168],YES,1,2016,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
ZURICH,CGK16-02977 | [ZURICH/B60169],YES,1,2016,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
ZURICH,CGK16-02978 | [ZURICH/B60170],YES,1,2016,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
ZURICH,CGK16-02979 | [ZURICH/B60171],YES,1,2016,NA,0,12 (7M/5F),12,7,5,0,0.583,0.417,0,NA,NA
ZURICH,CGK16-03042 | [ZURICH/B60313],NO,0,2016,NA,0,12 (7M/5F),12,7,5,0,0.583,0.417,0,NA,NA
ZURICH,CGK17-03578 | [ZURICH/B70127],YES,1,2017,6 (3M/3F),1,10 (5M/4F/1NA),10,5,4,1,0.5,0.4,0.1,7.5,8
ZURICH,CGK17-03587 | [ZURICH/B70135],YES,1,2017,2 (1M/1F),1,10 (5M/4F/1NA),10,5,4,1,0.5,0.4,0.1,8,10
ZURICH,CGK17-03588 | [ZURICH/B70136],YES,1,2017,2 (1M/1F),1,10 (4M/5F/1NA),10,4,5,1,0.4,0.5,0.1,8,10
ZURICH,CGK17-03590 | [ZURICH/B70138],YES,1,2017,4 (3M/1F),1,10 (5M/4F/1NA),10,5,4,1,0.5,0.4,0.1,7.5,6
ZURICH,CGK17-03593 | [ZURICH/B70141],NO,0,2017,2 (1M/1F),1,10 (5M/5F),10,5,5,0,0.5,0.5,0,8,10
SLIMBRIDG,23381471 | [SLIMBRIDG/910124],YES,1,1989,NA,0,39 (18M/16F/5NA),39,18,16,5,0.462,0.41,0.128,NA,NA
SLIMBRIDG,23381472 | [SLIMBRIDG/910140],YES,1,1988,NA,0,27 (13M/10F/4NA),27,13,10,4,0.481,0.37,0.148,NA,NA
SLIMBRIDG,23382597 | [SLIMBRIDG/910114],YES,1,1986,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
SLIMBRIDG,23382600 | [SLIMBRIDG/910118],YES,1,1987,NA,0,16 (10M/6F),16,10,6,0,0.625,0.375,0,NA,NA
SLIMBRIDG,23382601 | [SLIMBRIDG/910119],YES,1,1981,NA,0,6 (2M/4F),6,2,4,0,0.333,0.667,0,NA,NA
SLIMBRIDG,23382605 | [SLIMBRIDG/910127],YES,1,1988,NA,0,26 (11M/10F/5NA),11,11,10,5,1,0.909,0.455,NA,NA
SLIMBRIDG,23382608 | [SLIMBRIDG/910130],YES,1,1988,NA,0,27 (13M/9F/5NA),13,13,9,5,1,0.692,0.385,NA,NA
SLIMBRIDG,23382612 | [SLIMBRIDG/910134],YES,1,1988,NA,0,27 (13M/9F/5NA),13,13,9,5,1,0.692,0.385,NA,NA
SLIMBRIDG,23382613 | [SLIMBRIDG/910135],YES,1,1988,NA,0,27 (12M/10F/5NA),12,12,10,5,1,0.833,0.417,NA,NA
SLIMBRIDG,23382616 | [SLIMBRIDG/910571],YES,1,1986,NA,0,12 (6M/6F),12,6,6,0,0.5,0.5,0,NA,NA
SLIMBRIDG,23382619 | [SLIMBRIDG/910575],YES,1,1987,NA,0,12(7M/5F),12,7,5,0,0.583,0.417,0,NA,NA
SLIMBRIDG,23382620 | [SLIMBRIDG/910576],YES,1,1981,NA,0,6 (2M/4F),6,2,4,0,0.333,0.667,0,NA,NA
SLIMBRIDG,23385193 | [SLIMBRIDG/910121],YES,1,1988,NA,0,27 (13M/10F/4NA),27,13,10,4,0.481,0.37,0.148,NA,NA
SLIMBRIDG,23385194 | [SLIMBRIDG/910578],YES,1,1988,NA,0,27 (13M/10F/4NA),27,13,10,4,0.481,0.37,0.148,NA,NA
SLIMBRIDG,23385195 | [SLIMBRIDG/910122],YES,1,1988,NA,0,27 (13M/10F/4NA),27,13,10,4,0.481,0.37,0.148,NA,NA
SLIMBRIDG,23385196 | [SLIMBRIDG/910579],YES,1,1988,NA,0,27 (13M/10F/4NA),27,13,10,4,0.481,0.37,0.148,NA,NA
SLIMBRIDG,23386310 | [SLIMBRIDG/1024],YES,1,1999,NA,0,56 (25M/26F/5NA),56,25,26,5,0.446,0.464,0.089,NA,NA
SLIMBRIDG,23386935 | [SLIMBRIDG/1020],YES,1,1999,NA,0,56 (25M/26F/5NA),56,25,26,5,0.446,0.464,0.089,NA,NA
SLIMBRIDG,23539864 | [SLIMBRIDG/3333],YES,1,2008,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,26387327 | [SLIMBRIDG/4504],YES,1,2009,NA,0,32 (16M/16F),32,16,16,0,0.5,0.5,0,NA,NA
SLIMBRIDG,26387328 | [SLIMBRIDG/4505],YES,1,2009,NA,0,32 (16M/16F),32,16,16,0,0.5,0.5,0,NA,NA
SLIMBRIDG,26387329 | [SLIMBRIDG/4506],YES,1,2009,NA,0,32 (16M/16F),32,16,16,0,0.5,0.5,0,NA,NA
SLIMBRIDG,26538312 | [CHESTER/CZ768],YES,1,2003,NA,0,61 (27M/29F/5NA),61,27,29,5,0.443,0.475,0.082,NA,NA
SLIMBRIDG,27044501 | [SLIMBRIDG/1017],YES,1,1999,NA,0,56 (26/25F/5NA),56,26,25,5,0.464,0.446,0.089,NA,NA
SLIMBRIDG,27044502 | [SLIMBRIDG/3330],YES,1,2008,NA,0,25 (14M/11F),25,14,11,0,0.56,0.44,0,NA,NA
SLIMBRIDG,27044503 | [SLIMBRIDG/3334],YES,1,2008,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,27044504 | [SLIMBRIDG/3328],YES,1,2008,NA,0,25 (14M/11F),25,14,11,0,0.56,0.44,0,NA,NA
SLIMBRIDG,27044539 | [SLIMBRIDG/1018],YES,1,1999,NA,0,56 (26M/25F/5NA),25,26,25,5,1.04,1,0.2,NA,NA
SLIMBRIDG,27044540 | [SLIMBRIDG/3331],YES,1,2008,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,27044541 | [LLANELLI/1345],YES,1,1999,NA,0,56 (26M/25F/5NA),25,26,25,5,1.04,1,0.2,NA,NA
SLIMBRIDG,27044542 | [SLIMBRIDG/3332],YES,1,2008,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,27044543 | [SLIMBRIDG/1029],YES,1,2002,NA,0,58 (26M/27F/5NA),58,26,27,5,0.448,0.466,0.086,NA,NA
SLIMBRIDG,27044544 | [LLANELLI/1344],YES,1,1998,NA,0,46 (21M/20F/5NA),46,21,20,5,0.457,0.435,0.109,NA,NA
SLIMBRIDG,27044547 | [SLIMBRIDG/1013],YES,1,1997,NA,0,42 (19M/18F/5NA),42,19,18,5,0.452,0.429,0.119,NA,NA
SLIMBRIDG,27044548 | [SLIMBRIDG/1023],YES,1,1999,NA,0,56 (25M/26F/5NA),56,25,26,5,0.446,0.464,0.089,NA,NA
SLIMBRIDG,27044640 | [SLIMBRIDG/4507],YES,1,2009,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,27044641 | [SLIMBRIDG/4508],YES,1,2009,NA,0,25 (13M/12F),25,13,12,0,0.52,0.48,0,NA,NA
SLIMBRIDG,27045022 | [SLIMBRIDG/1022],YES,1,1999,NA,0,56 (25M/26F/5NA),56,25,26,5,0.446,0.464,0.089,NA,NA
SLIMBRIDG,27045025 | [SLIMBRIDG/5127],YES,1,2009,NA,0,25 (14M/11F),25,14,11,0,0.56,0.44,0,NA,NA
SLIMBRIDG,27045028 | [SLIMBRIDG/5130],YES,1,2009,NA,0,25 (14M/11F),25,14,11,0,0.56,0.44,0,NA,NA
SLIMBRIDG,FPG12-00036 | [SLIMBRIDG/7667],YES,1,2014,NA,0,34 (17M/14F/3NA),34,17,14,3,0.5,0.412,0.088,NA,NA
SLIMBRIDG,FPG12-00037 | [WLDFWL TR/2522],YES,1,2014,NA,0,34 (17M/14F/3NA),34,17,14,3,0.5,0.412,0.088,NA,NA
SLIMBRIDG,FPG16-03624 | [SLIMBRIDG/113394],YES,1,2017,NA,0,19 (14M/5F),19,14,5,0,0.737,0.263,0,NA,NA
